host,date,count
204.174.244.176,1995-08-13,1
204.96.24.5,1995-08-13,2
198.68.46.209,1995-08-13,2
cs27port.netvoyage.net,1995-08-16,4
ras31.srv.net,1995-08-16,2
nmpch.nokia.com,1995-08-18,1
piweba5y.prodigy.com,1995-08-21,1
205.219.138.151,1995-08-21,4
www-d3.proxy.aol.com,1995-08-22,3
dialup98-109.swipnet.se,1995-08-22,2
ccyanchar.earthlink.net,1995-08-23,1
system2.vmmc.org,1995-08-23,1
dial2.waterw.com,1995-08-23,2
ppp1-02.ihug.co.nz,1995-08-24,2
138.202.96.158,1995-08-25,2
reggae.iinet.net.au,1995-07-01,1
ix-btr-la1-13.ix.netcom.com,1995-07-04,2
syru73-029.syr.edu,1995-07-05,1
edb536aa-4.edb.utexas.edu,1995-07-05,1
mat2.hhp.orst.edu,1995-07-05,1
ac210.du.pipex.com,1995-07-06,1
eth115d.fac.swt.edu,1995-07-06,3
hfx-p43.isisnet.com,1995-07-08,1
rich-isdn.ngc.com,1995-07-11,7
hines.nsrfc.ns.ca,1995-07-11,4
x177-1.med.umn.edu,1995-07-11,5
131.110.62.74,1995-07-12,1
hdavid.icmebs.com,1995-07-12,1
204.255.76.112,1995-07-12,1
204.120.48.214,1995-07-12,1
139.127.235.102,1995-07-13,1
171.69.131.42,1995-07-13,3
38.12.1.205,1995-07-15,5
slip1146.rmii.com,1995-07-15,1
pm2_4.digital.net,1995-07-15,2
out.ibm.com.au,1995-07-16,1
dp011.ppp.iglou.com,1995-07-19,1
131.120.146.116,1995-07-21,1
h406mac5.uchicago.edu,1995-07-21,2
cs1-06.spa.ptd.net,1995-07-22,1
wilde.iol.ie,1995-07-24,1
acc1.its.brooklyn.cuny.edu,1995-07-25,1
hpbs100.boi.hp.com,1995-08-29,1
204.228.130.10,1995-08-29,2
aarh15.danadata.dk,1995-08-31,1
mac-2586.d-building.uh.edu,1995-08-03,1
cerberus.ntex.nl,1995-08-05,1
ppp011.entertain.com,1995-08-06,1
webgate1.mot.com,1995-08-06,1
hyperweb.mit.edu,1995-08-06,1
orange.ge.com,1995-08-08,4
rgfn.epcc.edu,1995-08-10,1
n1132317.ksc.nasa.gov,1995-08-11,1
204.170.30.15,1995-08-13,1
205.184.7.35,1995-08-13,2
199.98.120.160,1995-08-14,1
dd24-028.compuserve.com,1995-08-18,3
slipper4b.xtalwind.net,1995-08-23,1
metabelis.rmit.edu.au,1995-08-25,2
osip82.ionet.net,1995-08-25,1
layla.nyc.ny.us,1995-08-25,2
pppa020.compuserve.com,1995-08-27,2
slip136-201.pt.uk.ibm.net,1995-08-27,1
dial1.sdcoe.k12.ca.us,1995-08-27,1
ix-dc7-05.ix.netcom.com,1995-08-28,2
cancer.lanl.gov,1995-08-28,1
clark.llnl.gov,1995-07-03,2
192.98.22.17,1995-07-04,1
k_mason_pc.sunderland.ac.uk,1995-07-05,1
dialip172.gov.bc.ca,1995-07-05,1
piweba4y.prodigy.com,1995-07-08,9
h-shawshank.norfolk.infi.net,1995-07-09,2
hertz.njit.edu,1995-07-10,3
bug.phm.gov.au,1995-07-11,5
ppp-hck-1-35.ios.com,1995-07-11,2
isis.gis.ci.jax.fl.us,1995-07-13,1
139.169.64.68,1995-07-13,1
netport-21.iu.net,1995-07-16,4
inetgate.indy.tce.com,1995-07-18,1
gyda.hiof.no,1995-07-19,1
ts121.eiu.bgu.edu,1995-07-19,2
eagle12.sasknet.sk.ca,1995-07-20,2
ppp28.symnet.net,1995-07-23,2
wildflowers.nist.gov,1995-07-24,1
wwwproxy.westpub.com,1995-07-25,1
lhieb.do.usbr.gov,1995-08-30,10
128.158.41.17,1995-07-26,5
piweba4y.prodigy.com,1995-07-27,5
charon.hipsys.co.za,1995-07-28,1
haskell.limbex.com,1995-08-04,2
dial16.chemek.cc.or.us,1995-08-04,1
piweba1y.prodigy.com,1995-08-06,3
146.186.147.20,1995-08-13,3
fijitoo.uwaterloo.ca,1995-08-16,1
ppp1.conn.localnet.com,1995-08-18,2
ix-clv1-24.ix.netcom.com,1995-08-18,2
ix-dc18-25.ix.netcom.com,1995-08-21,2
tplmac.grc.varian.com,1995-08-22,1
ppp29.basenet.net,1995-08-25,2
199.199.168.70,1995-08-27,2
sudial-155.syr.edu,1995-07-01,2
142.106.186.102,1995-07-03,1
dlb-ssw.net6c.io.org,1995-07-04,1
128.158.43.38,1995-07-06,2
default95.usa.cerfnet.com,1995-07-06,1
slip34.niagara.com,1995-07-06,1
drjo021a215.embratel.net.br,1995-07-07,1
slip172.rmii.com,1995-07-07,1
pm4_22.digital.net,1995-07-07,1
portal.ameritech.com,1995-07-10,1
olymp.wu-wien.ac.at,1995-07-11,2
action.teklogic.com,1995-07-12,1
ash-10.liv.ac.uk,1995-07-14,1
130.99.80.109,1995-07-17,4
143.158.132.30,1995-07-17,1
gemsgw.med.ge.com,1995-07-18,1
131.120.146.121,1995-07-20,2
www-b3.proxy.aol.com,1995-07-20,1
dyn-233.direct.ca,1995-07-21,1
good37.goodnet.com,1995-07-22,2
ix-dfw15-19.ix.netcom.com,1995-07-22,1
laser10-ppp.calvacom.fr,1995-07-24,1
cbapc32.cislabs.okstate.edu,1995-07-24,1
157.62.14.33,1995-07-25,2
dal55.onramp.net,1995-08-29,2
rfenske.dct.com,1995-08-29,1
slip4-87.fl.us.ibm.net,1995-07-26,1
ras38.srv.net,1995-08-01,1
chrism.tmx.com.au,1995-08-01,2
mac48.dfp.upenn.edu,1995-08-01,4
sun1550.sph.umich.edu,1995-08-03,2
mrc0040.pc.nus.sg,1995-08-05,1
ix-phi1-07.ix.netcom.com,1995-08-05,1
www.grundigmm.de,1995-08-07,2
148.232.1.20,1995-08-07,5
ix-frm-ma1-14.ix.netcom.com,1995-08-08,3
slip-20-9.ots.utexas.edu,1995-08-09,2
194.109.6.129,1995-08-12,1
200.255.255.82,1995-08-13,1
warspite.hip.berkeley.edu,1995-08-17,2
slipper12257.iaccess.za,1995-08-18,1
202.32.158.124,1995-08-19,1
info3.rus.uni-stuttgart.de,1995-08-21,1
piweba3y.prodigy.com,1995-08-23,1
205.216.85.39,1995-08-23,1
194.16.79.3,1995-08-24,1
treble.clarinet.com,1995-08-25,1
141.102.80.205,1995-08-25,2
204.62.245.27,1995-08-26,3
www-c2.proxy.aol.com,1995-08-26,1
tia1.eskimo.com,1995-08-26,1
ix-la20-15.ix.netcom.com,1995-08-28,1
148.114.165.14,1995-08-28,2
dialup96-070.swipnet.se,1995-07-01,1
166.32.190.134,1995-07-02,1
192.222.70.20,1995-07-03,2
150.140.11.112,1995-07-03,1
pharm1.pharmtox.med.uwo.ca,1995-07-03,3
pc71.chp.edu,1995-07-07,1
204.95.22.20,1995-07-07,1
ac199.du.pipex.com,1995-07-09,1
ad08-047.compuserve.com,1995-07-09,2
163.205.1.45,1995-07-10,6
usstyx.glaxo.com,1995-07-10,1
128.158.43.15,1995-07-10,1
146.229.4.134,1995-07-11,6
koriel.sun.com,1995-07-11,7
149.123.112.27,1995-07-12,1
ns.stibo.dk,1995-07-13,1
204.181.236.201,1995-07-14,4
asd05-03.dial.xs4all.nl,1995-07-15,2
bos1c.delphi.com,1995-07-15,1
cs1-08.leh.ptd.net,1995-07-16,4
msn_2_7.binc.net,1995-07-17,1
data.oche.de,1995-07-24,1
192.190.49.48,1995-07-25,2
132.183.145.82,1995-08-30,3
emerald.cybergate.com,1995-08-01,1
aero-mac-3.mit.edu,1995-08-04,6
hfxpm1-d143.atcon.com,1995-08-06,2
www-d4.proxy.aol.com,1995-08-06,3
tsa-yyc-16.tcel.com,1995-08-06,1
stadir.mil.nasa.gov,1995-08-08,1
133.65.48.113,1995-08-09,1
199.183.195.34,1995-08-12,1
156.151.176.9,1995-08-13,1
163.206.130.46,1995-08-14,1
128.220.62.128,1995-08-15,2
testbed1.comm.hq.af.mil,1995-08-15,1
www-c2.proxy.aol.com,1995-08-17,9
ttym19.coil.com,1995-08-17,2
dppp8.buffnet.net,1995-08-19,6
204.62.245.32,1995-08-21,13
ppp18.cowan.edu.au,1995-08-23,3
141.233.135.130,1995-08-23,1
dd20-044.compuserve.com,1995-08-26,2
www-c1.proxy.aol.com,1995-08-26,1
sprite.gremlan.org,1995-08-26,1
rcoats.demon.co.uk,1995-08-28,1
hfx-p27.isisnet.com,1995-07-01,2
cayman51.adclab.bls.com,1995-07-03,1
140.106.3.10,1995-07-03,1
dialup102.myriad.net,1995-07-03,1
eads.ncsa.uiuc.edu,1995-07-06,1
ad13-047.compuserve.com,1995-07-07,1
194.72.68.125,1995-07-08,1
163.205.105.41,1995-07-10,2
dialup97-153.swipnet.se,1995-07-11,1
jove2.eng.ysu.edu,1995-07-11,1
athena1.ccis.toyama-u.ac.jp,1995-07-12,1
gn2.getnet.com,1995-07-12,2
128.158.39.208,1995-07-13,2
blv-pm1-ip27.halcyon.com,1995-07-15,2
dd06-023.compuserve.com,1995-07-16,1
ad09-049.compuserve.com,1995-07-16,1
ghbb3.sisnet.ssku.k12.ca.us,1995-07-20,3
bastion1.dbisna.com,1995-07-25,1
lowrent.ppp.usit.net,1995-08-30,1
athena.area.trieste.it,1995-08-31,1
dcb00116.slip.digex.net,1995-08-31,3
orion.ksc.nasa.gov,1995-07-27,2
enterprise.rdd.lmsc.lockheed.com,1995-07-27,1
205.133.101.192,1995-07-28,1
n42_25.shsu.edu,1995-08-03,1
novos-mac.jhuapl.edu,1995-08-04,1
128.158.128.219,1995-08-10,1
f4941.wva.army.mil,1995-08-11,2
205.164.94.28,1995-08-13,1
defelice2.lerc.nasa.gov,1995-08-14,1
data.penril.com,1995-08-14,1
mahalaha_a.lmig.com,1995-08-15,10
e659229.boeing.com,1995-08-16,1
134.120.56.105,1995-08-16,1
news.ti.com,1995-08-21,5
205.189.210.1,1995-08-24,1
ghills.tiac.net,1995-08-27,2
y1a.kootenay.net,1995-08-27,1
kentville-ts-8.nstn.ca,1995-07-01,1
kip2-gs4411.dhmc.dartmouth.edu,1995-07-02,2
ntigate.nt.com,1995-07-04,1
zeek.buf.servtech.com,1995-07-04,1
c54.ucs.usl.edu,1995-07-05,1
ip174.chicago.il.interramp.com,1995-07-05,1
soundman.earthlink.net,1995-07-06,1
129.190.37.217,1995-07-06,1
149.161.20.14,1995-07-06,6
129.52.34.89,1995-07-07,1
193.133.120.20,1995-07-10,2
www-c3.proxy.aol.com,1995-07-11,1
ix-kc2-25.ix.netcom.com,1995-07-12,1
vyger110.nando.net,1995-07-15,2
assign38.comnet.com,1995-07-17,2
"",1995-07-18,50
dial3.waterw.com,1995-07-19,2
comserv-e-57.usc.edu,1995-07-24,1
berilio.fee.unicamp.br,1995-07-25,1
frige.cais.com,1995-08-29,1
aeolus.jpl.nasa.gov,1995-08-31,1
ix-ric-va1-01.ix.netcom.com,1995-07-27,4
rapid.microserve.com,1995-07-27,1
nexus.mlckew.edu.au,1995-08-01,3
lgbppp8.uni-c.dk,1995-08-01,2
400gtw.nl,1995-08-03,1
pournelle.rice.edu,1995-08-03,1
www-c4.proxy.aol.com,1995-08-04,1
ix-sea5-26.ix.netcom.com,1995-08-05,2
slip88.hk.super.net,1995-08-07,1
lub09.onramp.net,1995-08-07,1
warf.microlithics.com,1995-08-10,1
domain.32.chnt.gtegsc.com,1995-08-11,2
gw1.magec.com,1995-08-14,1
gw1.cat.com,1995-08-15,1
199.107.79.20,1995-08-15,2
worf.qntm.com,1995-08-16,8
pm20.j51.com,1995-08-22,1
ix-wc7-02.ix.netcom.com,1995-08-23,1
hpc33.iml.goldstar.co.kr,1995-08-23,2
128.217.61.99,1995-08-23,1
ng.wgir.com,1995-08-24,1
osip96.ionet.net,1995-08-25,2
ppptky108.asahi-net.or.jp,1995-08-26,1
quillen-kfps2-dynamic-85.stanford.edu,1995-08-27,1
www1.cern.ch,1995-08-28,1
crl2.crl.com,1995-08-28,1
w-dyna153.net.interaccess.com,1995-08-28,1
muddhaven.st.hmc.edu,1995-08-29,2
198.252.156.12,1995-07-01,2
du1-async-68.nmsu.edu,1995-07-02,2
158.223.10.60,1995-07-06,3
130.85.180.19,1995-07-06,1
netcom13.netcom.com,1995-07-06,1
cicuoc-cs-4.dial.cic.net,1995-07-07,2
156.3.33.98,1995-07-07,1
www-b3.proxy.aol.com,1995-07-08,5
tsppp112.cac.psu.edu,1995-07-10,1
dnet014.sat.texas.net,1995-07-11,1
ntshpp19.ug.eds.com,1995-07-12,1
163.206.89.4,1995-07-13,7
dialup-4-77.gw.umn.edu,1995-07-15,3
ppp-dial38.wchat.on.ca,1995-07-17,2
ssbuv.gsfc.nasa.gov,1995-07-18,2
dffl6-31.gate.net,1995-07-19,1
131.39.120.11,1995-07-20,1
netb59.bah.com,1995-07-21,1
168.30.241.115,1995-07-21,1
ad11-002.compuserve.com,1995-07-23,3
syru82-135.syr.edu,1995-07-24,1
www-b2.proxy.aol.com,1995-07-25,1
ppp55.basenet.net,1995-07-25,14
du06.oy.mesh.ad.jp,1995-07-25,1
206.17.12.2,1995-08-30,1
128.159.129.156,1995-08-30,3
tpafl2-26.gate.net,1995-08-31,1
mac-9.knoware.nl,1995-08-31,1
eautry.nara.gov,1995-07-26,1
198.253.9.50,1995-07-27,1
www-a2.proxy.aol.com,1995-08-04,1
ainet.com,1995-08-05,1
dp035.ppp.iglou.com,1995-08-05,1
204.62.245.32,1995-08-06,1
ad-mdeuell.larc.nasa.gov,1995-08-09,1
z100.euronet.nl,1995-08-09,2
saul3.u.washington.edu,1995-08-10,1
128.95.234.46,1995-08-10,1
204.174.70.159,1995-08-10,1
199.71.188.22,1995-08-12,1
slip9.vvm.com,1995-08-16,1
slip43.slip.anl.gov,1995-08-16,2
156.63.56.25,1995-08-17,1
bastion.oecd.org,1995-08-18,1
ns.learjet.com,1995-08-18,1
kirwaido.trystero.com,1995-08-21,2
dal56.pic.net,1995-08-21,1
ddixon.dade.k12.fl.us,1995-08-23,3
dialin-30.eznet.net,1995-08-25,3
pm-gv1-79.coastalnet.com,1995-08-26,2
www-b1.proxy.aol.com,1995-08-28,1
argon.ee.utulsa.edu,1995-08-29,1
204.134.97.43,1995-07-02,1
128.159.154.122,1995-07-03,1
204.64.145.73,1995-07-03,8
msp2-2.nas.mr.net,1995-07-04,3
disc.dna.affrc.go.jp,1995-07-05,9
153.1.53.158,1995-07-05,1
ref1.cnde.iastate.edu,1995-07-05,1
ix-phx5-05.ix.netcom.com,1995-07-06,1
cairns.cdt-bnp.iway.fr,1995-07-06,1
dd12-001.compuserve.com,1995-07-06,1
europa.odn.ohio.gov,1995-07-06,1
dirac.scri.fsu.edu,1995-07-06,3
ix-atl12-07.ix.netcom.com,1995-07-06,1
gatekeeper.cca.rockwell.com,1995-07-08,2
annex22.usfca.edu,1995-07-08,2
mizzou-ts2-12.missouri.edu,1995-07-09,1
silicon.kotel.co.kr,1995-07-10,1
fireball.jpl.nasa.gov,1995-07-10,2
patience.tor.hookup.net,1995-07-10,2
www-b2.proxy.aol.com,1995-07-11,2
192.219.29.108,1995-07-12,1
ad-mdeuell.larc.nasa.gov,1995-07-12,1
ppp-pulaski-4.netnet.net,1995-07-12,2
shiva8.jsc.nasa.gov,1995-07-14,2
ip28.boston2.ma.interramp.com,1995-07-14,2
mecho.cray.com,1995-07-14,4
gatekeeper.kcc.com,1995-07-14,1
ix-stm1-24.ix.netcom.com,1995-07-14,1
slip-dial0647.acc.uwrf.edu,1995-07-17,3
bstfirewall.bst.bls.com,1995-07-17,2
tsn5-1.everyday.no,1995-07-18,2
193.132.114.242,1995-07-21,1
proxy.austin.ibm.com,1995-07-21,3
comp.uark.edu,1995-07-23,1
sputnik.execpc.com,1995-07-23,1
ns.trc.co.jp,1995-07-24,6
siimac6.epfl.ch,1995-08-29,2
uachih.uachnet.mx,1995-08-29,1
165.112.60.13,1995-08-29,3
slip-ppp15.ramsey.nis.net,1995-08-29,2
dialup192.cc.columbia.edu,1995-08-30,2
pmec17.commpass.awinc.com,1995-08-31,1
proxy.austin.ibm.com,1995-08-31,1
spc13.wustl.edu,1995-07-26,4
ts01-ind-21.iquest.net,1995-08-01,4
ballards.demon.co.uk,1995-08-06,1
nschein.business.uwo.ca,1995-08-07,1
siskon10.pori.tut.fi,1995-08-08,1
sophocles.algonet.se,1995-08-10,4
foxlake.library.nwu.edu,1995-08-11,2
129.7.161.41,1995-08-12,2
199.166.232.78,1995-08-12,2
199.86.33.36,1995-08-14,1
ix-phi3-26.ix.netcom.com,1995-08-14,2
202.31.187.233,1995-08-14,1
199.77.65.8,1995-08-15,2
lmac29.jsc.nasa.gov,1995-08-17,1
modem49.intercom.net,1995-08-18,1
147.29.40.201,1995-08-18,1
demo1.ext.utwente.nl,1995-08-19,2
slip9.ege.edu.tr,1995-08-19,1
164.106.28.109,1995-08-21,1
rvik.ismennt.is,1995-08-21,4
inet-tis.toshiba.co.jp,1995-08-22,4
dialup49.av.ca.qnet.com,1995-08-23,1
cy6.minn.net,1995-08-24,1
tyo1.gate.nec.co.jp,1995-08-24,1
guli601.pn.itnet.it,1995-08-25,2
ppp-kor-1-6.ios.com,1995-08-26,2
dial-sf1-21.iway.aimnet.com,1995-08-26,3
netcom11.netcom.com,1995-08-28,1
ppp10.jax-inter.net,1995-08-28,2
default4.ucla.cerfnet.com,1995-08-29,1
slnew1p07.ozemail.com.au,1995-08-29,1
dawn14.cs.berkeley.edu,1995-07-01,5
rhosoda.pbtsc.panasonic.com,1995-07-01,2
net-1-184.eden.com,1995-07-03,1
www-b6.proxy.aol.com,1995-07-07,2
ppp4.globalone.net,1995-07-07,1
"",1995-07-08,5
ix-pa1-14.ix.netcom.com,1995-07-08,1
148.241.10.249,1995-07-08,1
ix-atl1-05.ix.netcom.com,1995-07-08,9
ix-stm1-07.ix.netcom.com,1995-07-11,1
mac18.fcw.com,1995-07-11,1
sol.asee.org,1995-07-12,1
erigate.ericsson.se,1995-07-13,2
a56.fys.kuleuven.ac.be,1995-07-13,6
ix-nyc6-19.ix.netcom.com,1995-07-16,2
itd2a.ksc.nasa.gov,1995-07-17,2
194.20.105.55,1995-07-17,1
yeast.wustl.edu,1995-07-20,1
jsc-b32-mac197.jsc.nasa.gov,1995-07-21,1
www.bconnex.net,1995-07-22,1
ncg-110.axionet.com,1995-07-23,1
204.58.152.81,1995-07-23,1
lin.prodata.com.au,1995-07-24,3
128.217.61.61,1995-08-29,8
www-b3.proxy.aol.com,1995-08-29,1
pc.imash.ras.ru,1995-08-30,1
n874797.ksc.nasa.gov,1995-08-30,1
205.216.210.32,1995-08-31,2
trusty.lmsc.lockheed.com,1995-07-26,1
wsmith.childmmc.edu,1995-07-26,1
ix-nbw-nj1-04.ix.netcom.com,1995-07-27,2
139.102.18.90,1995-07-27,1
199.71.105.154,1995-08-04,1
137.78.140.56,1995-08-04,2
dialup96-120.swipnet.se,1995-08-05,1
barracuda.inst.bnl.gov,1995-08-08,2
conshelf.demon.co.uk,1995-08-10,1
n167437.ksc.nasa.gov,1995-08-11,2
202.244.224.80,1995-08-13,1
y1a.kootenay.net,1995-08-14,1
www.rz.fhtw-berlin.de,1995-08-15,3
pc01.agron.ntu.edu.tw,1995-08-18,1
yvr-ppp-49.cyberstore.ca,1995-08-20,1
ftmfl-19.gate.net,1995-08-22,2
info.dkrz.de,1995-08-25,1
dial1.avalon.net,1995-08-25,2
ip98.van3.pacifier.com,1995-08-25,1
van12346.direct.ca,1995-08-26,2
vxa.ocis.uncwil.edu,1995-08-27,1
dal07-17.ppp.iadfw.net,1995-08-28,3
barron.wvi.com,1995-08-28,3
dd05-024.compuserve.com,1995-07-01,2
199.80.74.8,1995-07-02,1
ad040.du.pipex.com,1995-07-02,2
piweba1y.prodigy.com,1995-07-03,2
204.225.117.151,1995-07-06,1
cs002p06.micron.net,1995-07-07,2
piweba2y.prodigy.com,1995-07-08,2
piweba1y.prodigy.com,1995-07-08,3
f180-074.net.wisc.edu,1995-07-08,2
firnvx.firn.edu,1995-07-10,6
dialup-73.icon-stl.net,1995-07-10,6
198.242.63.108,1995-07-12,3
fiscal-7.tamu.edu,1995-07-13,1
gateway.prudential.com,1995-07-13,2
zeus.cooper.edu,1995-07-13,2
sd-charles.jsc.nasa.gov,1995-07-14,21
spree.darmstadt.gmd.de,1995-07-15,2
d102.nb.interaccess.com,1995-07-15,1
165.128.3.10,1995-07-17,2
chemist.execpc.com,1995-07-17,1
interlock.turner.com,1995-07-19,1
168.221.60.73,1995-07-19,1
nutau.lampf.lanl.gov,1995-07-20,4
m1334369.gsfc.nasa.gov,1995-07-20,24
128.159.122.64,1995-07-21,7
edams.ksc.nasa.gov,1995-07-22,2
www-b3.proxy.aol.com,1995-07-25,1
magicall.dacom.co.kr,1995-08-30,2
cherryhill04.voicenet.com,1995-08-30,2
net219.metronet.com,1995-08-30,2
ix-pat3-05.ix.netcom.com,1995-08-30,2
dialup526.chicago.mci.net,1995-07-26,1
141.224.128.81,1995-08-07,5
cochese.atext.com,1995-08-08,1
www-b4.proxy.aol.com,1995-08-09,1
163.206.104.34,1995-08-14,4
bighorn.accessnv.com,1995-08-19,2
149.161.20.27,1995-08-21,1
ppp008.entertain.com,1995-08-25,1
tmcgee.charm.net,1995-08-25,3
monte.mvhs.srvusd.k12.ca.us,1995-08-26,1
gate.shell.nl,1995-08-28,2
dd11-012.compuserve.com,1995-07-01,1
poppy.hensa.ac.uk,1995-07-01,2
ix-pa6-01.ix.netcom.com,1995-07-01,2
freenet.edmonton.ab.ca,1995-07-01,2
199.1.105.22,1995-07-02,1
198.214.104.1,1995-07-03,1
ix-nyc10-29.ix.netcom.com,1995-07-05,3
199.227.1.133,1995-07-06,1
yhm0076.bekkoame.or.jp,1995-07-06,1
192.73.56.186,1995-07-06,1
alcor.engr.latech.edu,1995-07-06,2
ppp01p13.ucc.uconn.edu,1995-07-06,3
pppd019.compuserve.com,1995-07-08,8
ad04-027.compuserve.com,1995-07-09,5
col.anglianet.co.uk,1995-07-10,2
svinet00.miti.go.jp,1995-07-12,1
ix-dfw11-04.ix.netcom.com,1995-07-13,1
129.48.67.98,1995-07-13,2
xyp43p16.ltec.net,1995-07-13,2
memphis-dialup-3.accessus.net,1995-07-14,1
xrd201.oscs.montana.edu,1995-07-14,1
dial17.ibl.bm,1995-07-15,2
sgcms1.cern.ch,1995-07-16,1
sjchurch.unibase.com,1995-07-17,5
procyon.lep-philips.fr,1995-07-18,1
atropos.jf.intel.com,1995-07-18,3
ix-cin2-12.ix.netcom.com,1995-07-19,2
storm.cops.ssd.rockwell.com,1995-07-19,4
ad09-002.compuserve.com,1995-07-23,1
128.158.47.132,1995-07-24,1
lyoung.eig485.af.mil,1995-07-25,2
bigguy.his.com,1995-08-29,1
141.102.80.170,1995-08-31,8
sealex.kaman.com,1995-07-26,2
slip38.slip.anl.gov,1995-07-26,1
dp065.ppp.iglou.com,1995-07-27,1
f8igw1.jer.intel.com,1995-08-01,1
192.225.88.208,1995-08-03,1
199.1.24.204,1995-08-03,1
henryg.clark.net,1995-08-04,1
slbri1p64.ozemail.com.au,1995-08-05,2
ix-la3-17.ix.netcom.com,1995-08-05,3
dialup551.chicago.mci.net,1995-08-07,18
ppp14.cybernet.dk,1995-08-07,2
sho-vss-eng1.atsc.allied.com,1995-08-07,1
oberon.ark.com,1995-08-08,1
fkirchman.gsfc.nasa.gov,1995-08-08,1
derose.mel.dah.csiro.au,1995-08-09,3
204.77.82.20,1995-08-11,1
203.255.112.212,1995-08-14,1
169.140.111.67,1995-08-14,1
hobbes.ksc.nasa.gov,1995-08-14,2
ip-ts1-120.neca.com,1995-08-15,4
www-b5.proxy.aol.com,1995-08-15,1
h-beige.richmond.infi.net,1995-08-17,1
leech.europa.com,1995-08-20,2
dialup74.azstarnet.com,1995-08-21,1
parkiet.veronica.nl,1995-08-25,1
tsn4-3.everyday.no,1995-08-25,1
dbarnes.ast.com,1995-08-25,1
stockyard40.onramp.net,1995-08-26,2
bastion.oecd.org,1995-08-28,2
joyce-perkins.tenet.edu,1995-07-03,1
slip-27-15.ots.utexas.edu,1995-07-06,1
shell.one.net,1995-07-06,1
ts1-74.slip.uwo.ca,1995-07-07,3
dialup97-013.swipnet.se,1995-07-07,1
198.243.14.211,1995-07-07,4
bs6.mi.uky.edu,1995-07-09,2
piweba4y.prodigy.com,1995-07-09,8
pm7.j51.com,1995-07-09,1
oeonline.oeonline.com,1995-07-10,1
pm2_24.digital.net,1995-07-11,1
koriel.sun.com,1995-07-14,2
mirkwood.ucs.indiana.edu,1995-07-15,7
199.201.186.102,1995-07-16,3
ppp-b14.ulaval.ca,1995-07-16,1
ip-244.connectmmic.net,1995-07-17,1
fate.idirect.com,1995-07-17,1
www-relay.pa-x.dec.com,1995-07-18,1
cy21.minn.net,1995-07-18,3
161.57.44.204,1995-07-23,2
dd14-038.compuserve.com,1995-07-23,1
nancy.plk.af.mil,1995-07-24,1
star2.hkstar.com,1995-07-24,2
202.23.131.147,1995-07-25,1
138.76.55.187,1995-07-25,1
jones.execpc.com,1995-08-29,3
198.53.20.3,1995-08-29,1
128.135.226.117,1995-08-30,3
dialup98-012.swipnet.se,1995-08-31,1
170.70.92.14,1995-08-31,11
192.5.63.200,1995-07-27,1
ix-dc8-21.ix.netcom.com,1995-07-28,1
ariel.mit.edu,1995-08-01,2
199.73.152.95,1995-08-03,2
p1dyn27.polaris.net,1995-08-03,2
dawn13.cs.berkeley.edu,1995-08-04,5
windy.blwtl.uwo.ca,1995-08-05,10
owl.csd.abdn.ac.uk,1995-08-06,3
zang.slip.lm.com,1995-08-07,1
vyger320.nando.net,1995-08-07,3
micks.cis.uoguelph.ca,1995-08-11,4
199.222.18.9,1995-08-12,1
204.183.40.42,1995-08-12,2
144.26.4.12,1995-08-13,1
donald.adm.lsss.org,1995-08-15,2
orange.ge.com,1995-08-16,1
novix.casi.sti.nasa.gov,1995-08-16,1
minerals.gps.caltech.edu,1995-08-17,2
ix-mia1-02.ix.netcom.com,1995-08-21,1
van06163.direct.ca,1995-08-22,2
eul151.metronet.com,1995-08-23,3
lisuser21.li.net,1995-08-25,3
victoria.pe.net,1995-08-26,1
ix-nyc12-04.ix.netcom.com,1995-08-27,2
ix-dc10-09.ix.netcom.com,1995-08-28,1
n1028246.ksc.nasa.gov,1995-08-28,1
www-b2.proxy.aol.com,1995-07-01,3
hosts-143.hiwaay.net,1995-07-01,1
ix-sf6-07.ix.netcom.com,1995-07-01,2
ix-stm1-12.ix.netcom.com,1995-07-02,3
194.20.34.62,1995-07-02,1
204.248.112.56,1995-07-02,6
ntigate.nt.com,1995-07-03,3
130.99.225.78,1995-07-03,1
lawrencetown-ts-15.nstn.ca,1995-07-03,1
npaixao.registrar.dal.ca,1995-07-04,1
ccn.cs.dal.ca,1995-07-05,1
pm2-30.in.net,1995-07-05,2
cst01.bham.ac.uk,1995-07-06,5
nb-dyna16.interaccess.com,1995-07-06,2
yscvax.ysc.go.jp,1995-07-07,2
198.30.176.8,1995-07-07,1
199.201.104.203,1995-07-07,1
ix-phi1-11.ix.netcom.com,1995-07-09,2
spassky.socstats.soton.ac.uk,1995-07-10,1
cvrpdc_1.kings.k12.ca.us,1995-07-10,1
pc15.esp.ele.tue.nl,1995-07-11,1
asd05-03.dial.xs4all.nl,1995-07-11,2
jbiagioni.npt.nuwc.navy.mil,1995-07-11,4
pm4_19.digital.net,1995-07-14,1
lemur.rsoc.rockwell.com,1995-07-17,1
53.138.med.umich.edu,1995-07-17,2
mtemple.arl.mil,1995-07-19,1
piweba3y.prodigy.com,1995-07-22,15
pppex1.asahi-net.or.jp,1995-07-23,3
acme.freenet.columbus.oh.us,1995-07-25,1
buttarelli.inroma.roma.it,1995-07-26,2
163.206.89.4,1995-07-26,1
jhanley.doe.state.la.us,1995-08-29,1
139.169.118.99,1995-08-30,4
